ls11cd,la19nm,IDAOP_london_rank,IDAOP_london_decile,IDACI_london_rank,IDACI_london_decile,Income_london_rank,Income_london_decile,employment_london_rank,employment_london_decile,crime_london_rank,crime_london_decile,barriers_london_rank,barriers_london_decile,livingEnv_london_rank,livingEnv_london_decile,health_london_rank,health_london_decile,edu_london_rank,edu_london_decile
E01003212,Lewisham,"7,386",5,8416,4,12572,5,16938,6,6634,3,2346,5,3480,2,15710,4,22976,6
E01003213,Lewisham,"6,189",4,12706,5,13550,6,18140,6,4537,2,2055,5,9810,6,15717,4,25969,7
E01003214,Lewisham,"6,833",4,10241,4,10491,4,13004,4,7268,3,1663,4,4432,2,14723,3,18026,4
E01003215,Lewisham,"2,499",2,11174,5,15733,7,24152,8,3454,1,1110,3,1769,1,17139,4,17470,4
E01003216,Lewisham,"7,561",5,15874,7,12535,5,11643,4,13020,6,1740,4,8952,5,14475,3,21496,6
E01003217,Lewisham,"15,842",8,9564,4,12366,5,16618,5,14862,7,3400,8,2523,1,18532,5,19602,5
E01003218,Lewisham,"15,138",8,10791,5,14779,6,19665,7,19872,8,3945,9,6078,3,17167,4,25893,7
E01003219,Lewisham,"14,704",7,13000,6,13396,6,15641,5,22006,9,2701,6,6091,3,23756,7,19408,5
E01003220,Lewisham,"8,715",5,11448,5,10223,4,11541,4,13779,6,2808,6,3652,2,11104,2,21639,6
E01003221,Lewisham,"10,936",6,9486,4,8548,4,8003,2,8645,4,557,2,4159,2,13457,3,20116,5
E01003222,Lewisham,"19,719",9,11063,5,12804,5,13126,4,15973,7,2544,6,4125,2,16872,4,19238,5
E01003223,Lewisham,"20,234",9,16463,7,17697,7,20337,7,8893,4,2062,5,8836,5,23755,7,23638,7
E01003224,Lewisham,"10,240",6,10206,4,10641,4,12047,4,21999,9,3290,7,2690,1,22046,6,18896,5
E01003225,Lewisham,"18,842",8,23002,9,23547,9,25919,8,24815,10,4119,9,8064,4,24656,7,28086,8
E01003226,Lewisham,"13,082",7,17661,7,17674,7,21120,7,15455,7,3350,7,2461,1,19532,5,27663,8
E01003227,Lewisham,"13,958",7,16697,7,17527,7,22514,8,18293,8,3734,8,3533,2,21780,6,27931,8
E01003228,Lewisham,"14,266",7,19055,8,17731,7,19005,6,13813,6,3927,9,2151,1,15191,3,25979,7
E01003229,Lewisham,"4,239",3,4578,2,4523,2,5555,1,15791,7,1484,4,11274,7,12002,2,14927,3
E01003230,Lewisham,"8,149",5,10511,5,9947,4,10460,3,17866,8,2473,6,10542,6,19106,5,19751,5
E01003231,Lewisham,"8,486",5,15908,7,12898,5,13957,5,12780,6,2675,6,2596,1,11614,2,22307,6
E01003232,Lewisham,"15,958",8,21559,8,19920,8,19616,7,17434,8,3889,9,11455,7,22099,6,28143,8
E01003233,Lewisham,"9,653",6,18619,7,16304,7,18690,6,20837,9,3680,8,3909,2,22983,6,20893,6
E01003235,Lewisham,"5,550",4,8092,3,7612,3,9188,3,8318,4,1502,4,10309,6,13530,3,16175,4
E01003236,Lewisham,"4,648",3,5373,2,5445,2,6060,1,10208,4,1275,3,3383,2,12209,2,7751,1
E01003237,Lewisham,"8,231",5,6123,2,6767,3,9487,3,9365,4,1317,3,6925,4,18145,4,9195,1
E01003238,Lewisham,"8,718",5,2904,1,4488,2,5326,1,8942,4,1662,4,8607,5,9526,2,8432,1
E01003239,Lewisham,"4,249",3,3310,1,4453,2,8220,2,13789,6,1249,3,4498,2,13003,3,9216,1
E01003240,Lewisham,"6,909",5,6235,3,6377,2,8302,2,5333,2,1277,3,7447,4,13744,3,12642,2
E01003241,Lewisham,"6,357",4,9208,4,6920,3,7507,2,5917,2,498,2,11888,7,11708,2,14986,3
E01003243,Lewisham,"4,690",3,5228,2,5521,2,7901,2,6189,3,582,2,4180,2,10816,2,8882,1
E01003244,Lewisham,"2,457",2,4316,2,4294,2,7789,2,16646,7,1268,3,13965,8,15734,4,20481,5
E01003245,Lewisham,"1,566",2,2040,1,3311,1,6593,2,12792,6,715,2,10883,6,12198,2,14030,3
E01003246,Lewisham,267,1,1035,1,2147,1,5999,1,6185,2,850,2,3491,2,10133,2,17780,4
E01003247,Lewisham,"7,163",5,7187,3,16471,7,23757,8,17386,8,1957,5,2243,1,18783,5,27256,8
E01003248,Lewisham,"2,990",2,3896,1,5208,2,10007,3,5820,2,1130,3,8078,4,15483,3,19378,5
